5.000000e-01 5.250000000000e+00 5.250000e+00 0.000000e+00 -1.137979e-15 0.000000e+00
4.999919e-01 5.249999999827e+00 5.249915e+00 8.514269e-05 -4.718448e-15 -3.209238e-17
4.999676e-01 5.249999999310e+00 5.249659e+00 3.405714e-04 -3.913536e-15 -6.331741e-17
4.999270e-01 5.249999998448e+00 5.249234e+00 7.662883e-04 -1.637579e-15 -1.283695e-16
4.998703e-01 5.249999997244e+00 5.248638e+00 1.362297e-03 -2.581269e-15 -1.370432e-16
4.997973e-01 5.249999995698e+00 5.247871e+00 2.128602e-03 -1.637579e-15 -7.806256e-17
4.997081e-01 5.249999993813e+00 5.246935e+00 3.065209e-03 -2.581269e-15 -1.734723e-17
4.996027e-01 5.249999991592e+00 5.245828e+00 4.172126e-03 -1.609823e-15 -1.318390e-16
4.994810e-01 5.249999989038e+00 5.244551e+00 5.449361e-03 -3.302913e-15 6.245005e-17
4.993431e-01 5.249999986155e+00 5.243103e+00 6.896925e-03 -1.859624e-15 -1.734723e-16
4.991891e-01 5.249999982947e+00 5.241485e+00 8.514829e-03 -2.331468e-15 -2.012279e-16
4.990188e-01 5.249999979419e+00 5.239697e+00 1.030308e-02 -2.498002e-15 -3.920475e-16
4.988322e-01 5.249999975576e+00 5.237738e+00 1.226170e-02 -1.554312e-15 -7.632783e-17
4.986295e-01 5.249999971424e+00 5.235609e+00 1.439070e-02 -3.635980e-15 -3.053113e-16
4.984105e-01 5.249999966968e+00 5.233310e+00 1.669009e-02 -1.498801e-15 -2.220446e-16
4.981752e-01 5.249999962216e+00 5.230840e+00 1.915989e-02 -2.248202e-15 -4.093947e-16
4.979238e-01 5.249999957175e+00 5.228200e+00 2.180012e-02 -3.053113e-15 -6.383782e-16
4.976561e-01 5.249999951852e+00 5.225389e+00 2.461079e-02 -3.025358e-15 -4.024558e-16
4.973722e-01 5.249999946256e+00 5.222408e+00 2.759192e-02 -2.386980e-15 -5.273559e-16
4.970720e-01 5.249999940395e+00 5.219256e+00 3.074352e-02 -1.748601e-15 -5.481726e-16
4.967556e-01 5.249999934279e+00 5.215934e+00 3.406562e-02 -3.941292e-15 -3.538836e-16
4.964230e-01 5.249999927917e+00 5.212442e+00 3.755824e-02 -3.247402e-15 -7.285839e-16
4.960741e-01 5.249999921318e+00 5.208779e+00 4.122139e-02 -2.026157e-15 -5.967449e-16
4.957090e-01 5.249999914494e+00 5.204945e+00 4.505509e-02 -2.581269e-15 -5.551115e-16
4.953277e-01 5.249999907456e+00 5.200941e+00 4.905935e-02 -2.220446e-15 -9.714451e-16
4.949301e-01 5.249999900215e+00 5.196766e+00 5.323420e-02 -8.326673e-17 -4.579670e-16
4.945162e-01 5.249999892783e+00 5.192420e+00 5.757966e-02 -1.498801e-15 -5.689893e-16
4.940861e-01 5.249999885172e+00 5.187904e+00 6.209572e-02 -8.604228e-16 -2.220446e-16
4.936398e-01 5.249999877396e+00 5.183217e+00 6.678242e-02 -2.886580e-15 -1.235123e-15
4.931772e-01 5.249999869466e+00 5.178360e+00 7.163977e-02 -2.109424e-15 -9.575674e-16
4.926983e-01 5.249999861399e+00 5.173332e+00 7.666777e-02 -3.025358e-15 -9.992007e-16
4.922032e-01 5.249999853206e+00 5.168133e+00 8.186644e-02 -2.026157e-15 -9.159340e-16
4.916918e-01 5.249999844904e+00 5.162764e+00 8.723578e-02 -2.248202e-15 -5.828671e-16
4.911642e-01 5.249999836507e+00 5.157224e+00 9.277580e-02 -6.938894e-16 -7.494005e-16
4.906203e-01 5.249999828030e+00 5.151513e+00 9.848652e-02 -2.164935e-15 -1.387779e-16
4.900602e-01 5.249999819490e+00 5.145632e+00 1.043679e-01 -1.498801e-15 -1.804112e-16
4.894838e-01 5.249999810903e+00 5.139580e+00 1.104200e-01 -2.192690e-15 -9.298118e-16
4.888911e-01 5.249999802286e+00 5.133357e+00 1.166428e-01 -1.221245e-15 -7.910339e-16
4.882822e-01 5.249999793655e+00 5.126964e+00 1.230362e-01 4.163336e-16 -2.775558e-16
4.876571e-01 5.249999785028e+00 5.120399e+00 1.296004e-01 -9.436896e-16 -9.714451e-16
4.870157e-01 5.249999776423e+00 5.113665e+00 1.363351e-01 -6.383782e-16 2.220446e-16
4.863580e-01 5.249999767859e+00 5.106759e+00 1.432406e-01 -5.273559e-16 -4.857226e-16
4.856841e-01 5.249999759354e+00 5.099683e+00 1.503166e-01 -2.525757e-15 -3.469447e-16
4.849940e-01 5.249999750927e+00 5.092437e+00 1.575632e-01 -1.221245e-15 -6.938894e-16
4.842876e-01 5.249999742598e+00 5.085019e+00 1.649804e-01 -5.273559e-16 -1.526557e-16
4.835649e-01 5.249999734387e+00 5.077432e+00 1.725681e-01 -1.970646e-15 -5.551115e-16
4.828260e-01 5.249999726312e+00 5.069673e+00 1.803263e-01 -2.803313e-15 -8.187895e-16
4.820709e-01 5.249999718396e+00 5.061745e+00 1.882549e-01 -1.748601e-15 -9.714451e-16
4.812996e-01 5.249999710659e+00 5.053646e+00 1.963540e-01 -2.109424e-15 -1.054712e-15
4.805120e-01 5.249999703121e+00 5.045376e+00 2.046233e-01 -2.525757e-15 -1.026956e-15
4.797083e-01 5.249999695805e+00 5.036937e+00 2.130629e-01 -1.304512e-15 -3.885781e-16
4.788883e-01 5.249999688732e+00 5.028327e+00 2.216727e-01 -1.137979e-15 -1.859624e-15
4.780521e-01 5.249999681924e+00 5.019547e+00 2.304526e-01 -1.249001e-15 -1.804112e-15
4.771997e-01 5.249999675403e+00 5.010597e+00 2.394026e-01 -2.081668e-15 -1.665335e-16
4.763312e-01 5.249999669193e+00 5.001477e+00 2.485225e-01 -9.159340e-16 -8.326673e-16
4.754464e-01 5.249999663315e+00 4.992187e+00 2.578122e-01 -2.359224e-15 -1.276756e-15
4.745455e-01 5.249999657792e+00 4.982728e+00 2.672716e-01 -1.526557e-15 -3.885781e-16
4.736285e-01 5.249999652649e+00 4.973099e+00 2.769007e-01 -1.915135e-15 -1.637579e-15
4.726953e-01 5.249999647909e+00 4.963300e+00 2.866992e-01 -1.221245e-15 -1.998401e-15
4.717460e-01 5.249999643595e+00 4.953333e+00 2.966671e-01 -8.604228e-16 -2.636780e-15
4.707805e-01 5.249999639731e+00 4.943195e+00 3.068042e-01 -1.554312e-15 -1.026956e-15
4.697990e-01 5.249999636342e+00 4.932889e+00 3.171103e-01 -1.387779e-15 -1.915135e-15
4.688014e-01 5.249999633452e+00 4.922414e+00 3.275853e-01 -1.942890e-15 -2.442491e-15
4.677877e-01 5.249999631084e+00 4.911771e+00 3.382290e-01 -1.276756e-15 -1.082467e-15
4.667579e-01 5.249999629265e+00 4.900958e+00 3.490412e-01 5.551115e-17 -1.443290e-15
4.657122e-01 5.249999628018e+00 4.889978e+00 3.600217e-01 -7.216450e-16 -6.383782e-16
4.646504e-01 5.249999627368e+00 4.878829e+00 3.711703e-01 -1.165734e-15 -2.609024e-15
4.635726e-01 5.249999627341e+00 4.867513e+00 3.824869e-01 -2.053913e-15 -2.386980e-15
4.624789e-01 5.249999627961e+00 4.856029e+00 3.939710e-01 -1.693090e-15 -1.693090e-15
4.613692e-01 5.249999629253e+00 4.844377e+00 4.056226e-01 -9.992007e-16 -3.136380e-15
4.602437e-01 5.249999631243e+00 4.832558e+00 4.174413e-01 -8.604228e-16 -2.414735e-15
4.591022e-01 5.249999633956e+00 4.820573e+00 4.294269e-01 -4.163336e-16 -3.358425e-15
4.579448e-01 5.249999637416e+00 4.808421e+00 4.415790e-01 -1.970646e-15 -2.442491e-15
4.567716e-01 5.249999641649e+00 4.796102e+00 4.538974e-01 -1.526557e-15 -1.387779e-15
