5.000000e-01 5.250000000000e+00 5.250000e+00 0.000000e+00 -1.137979e-15 0.000000e+00
4.999998e-01 5.250000000000e+00 5.249998e+00 1.744627e-06 -3.524958e-15 -3.740497e-18
4.999993e-01 5.250000000000e+00 5.249993e+00 6.978508e-06 -2.747802e-15 -1.127570e-17
4.999985e-01 5.249999999999e+00 5.249984e+00 1.570164e-05 -1.776357e-15 -1.734723e-17
4.999973e-01 5.249999999999e+00 5.249972e+00 2.791404e-05 -2.331468e-15 -4.987330e-18
4.999958e-01 5.249999999998e+00 5.249956e+00 4.361569e-05 -2.692291e-15 0.000000e+00
4.999940e-01 5.249999999997e+00 5.249937e+00 6.280660e-05 -8.881784e-16 -6.505213e-18
4.999919e-01 5.249999999996e+00 5.249915e+00 8.548677e-05 -3.247402e-15 -6.938894e-18
4.999894e-01 5.249999999995e+00 5.249888e+00 1.116562e-04 -2.331468e-15 -3.122502e-17
4.999865e-01 5.249999999994e+00 5.249859e+00 1.413149e-04 -2.192690e-15 -2.211772e-17
4.999834e-01 5.249999999993e+00 5.249826e+00 1.744629e-04 -1.526557e-15 -4.423545e-17
4.999799e-01 5.249999999991e+00 5.249789e+00 2.111002e-04 -2.303713e-15 -5.984796e-17
4.999761e-01 5.249999999990e+00 5.249749e+00 2.512268e-04 -1.082467e-15 -7.285839e-17
4.999719e-01 5.249999999988e+00 5.249705e+00 2.948426e-04 -2.914335e-15 -2.949030e-17
4.999674e-01 5.249999999986e+00 5.249658e+00 3.419478e-04 -1.859624e-15 -5.290907e-17
4.999626e-01 5.249999999984e+00 5.249607e+00 3.925423e-04 -1.054712e-15 -3.903128e-17
4.999575e-01 5.249999999981e+00 5.249553e+00 4.466261e-04 -2.109424e-15 -5.117434e-17
4.999520e-01 5.249999999979e+00 5.249496e+00 5.041992e-04 -1.582068e-15 -8.847090e-17
4.999462e-01 5.249999999977e+00 5.249435e+00 5.652616e-04 -3.802514e-15 -3.209238e-17
4.999400e-01 5.249999999974e+00 5.249370e+00 6.298134e-04 -3.497203e-15 -2.775558e-17
4.999335e-01 5.249999999971e+00 5.249302e+00 6.978546e-04 -3.136380e-15 -4.423545e-17
4.999267e-01 5.249999999968e+00 5.249231e+00 7.693851e-04 -3.969047e-15 -2.255141e-17
4.999196e-01 5.249999999965e+00 5.249156e+00 8.444051e-04 -1.720846e-15 -6.938894e-17
4.999121e-01 5.249999999962e+00 5.249077e+00 9.229144e-04 -2.192690e-15 -7.979728e-17
4.999043e-01 5.249999999958e+00 5.248995e+00 1.004913e-03 -1.693090e-15 -1.231654e-16
4.998962e-01 5.249999999955e+00 5.248910e+00 1.090401e-03 -3.302913e-15 1.214306e-17
4.998877e-01 5.249999999951e+00 5.248821e+00 1.179379e-03 -2.053913e-15 -6.938894e-18
4.998789e-01 5.249999999947e+00 5.248728e+00 1.271846e-03 -3.080869e-15 -2.428613e-17
4.998697e-01 5.249999999943e+00 5.248632e+00 1.367802e-03 -2.886580e-15 -6.071532e-17
4.998603e-01 5.249999999939e+00 5.248533e+00 1.467248e-03 -1.360023e-15 -3.122502e-17
4.998505e-01 5.249999999935e+00 5.248430e+00 1.570184e-03 -2.220446e-15 -7.632783e-17
4.998403e-01 5.249999999931e+00 5.248323e+00 1.676609e-03 -1.831868e-15 -8.847090e-17
4.998299e-01 5.249999999926e+00 5.248213e+00 1.786523e-03 -1.110223e-15 -3.295975e-17
4.998191e-01 5.249999999921e+00 5.248100e+00 1.899927e-03 -2.442491e-15 -6.765422e-17
4.998079e-01 5.249999999916e+00 5.247983e+00 2.016821e-03 -2.081668e-15 -5.204170e-18
4.997965e-01 5.249999999911e+00 5.247863e+00 2.137204e-03 -3.635980e-15 -1.509209e-16
4.997847e-01 5.249999999906e+00 5.247739e+00 2.261077e-03 -1.387779e-15 -1.023487e-16
4.997725e-01 5.249999999901e+00 5.247612e+00 2.388439e-03 -2.803313e-15 -6.938894e-17
4.997601e-01 5.249999999896e+00 5.247481e+00 2.519291e-03 -3.302913e-15 -1.318390e-16
4.997473e-01 5.249999999890e+00 5.247346e+00 2.653633e-03 -1.443290e-15 -1.006140e-16
4.997341e-01 5.249999999885e+00 5.247209e+00 2.791464e-03 -2.164935e-15 -1.249001e-16
4.997207e-01 5.249999999879e+00 5.247067e+00 2.932786e-03 -2.803313e-15 -2.081668e-17
4.997069e-01 5.249999999873e+00 5.246922e+00 3.077596e-03 -1.026956e-15 -8.673617e-17
4.996928e-01 5.249999999867e+00 5.246774e+00 3.225897e-03 -1.332268e-15 -1.249001e-16
4.996783e-01 5.249999999860e+00 5.246622e+00 3.377688e-03 -3.580469e-15 -7.979728e-17
4.996635e-01 5.249999999854e+00 5.246467e+00 3.532968e-03 -1.221245e-15 -1.110223e-16
4.996484e-01 5.249999999847e+00 5.246308e+00 3.691738e-03 -1.998401e-15 -4.163336e-17
4.996330e-01 5.249999999841e+00 5.246146e+00 3.853998e-03 -2.192690e-15 -1.249001e-16
4.996172e-01 5.249999999834e+00 5.245980e+00 4.019747e-03 -2.053913e-15 6.938894e-18
4.996010e-01 5.249999999827e+00 5.245811e+00 4.188987e-03 -9.714451e-16 -1.526557e-16
4.995846e-01 5.249999999820e+00 5.245638e+00 4.361717e-03 -1.554312e-15 -2.636780e-16
4.995678e-01 5.249999999813e+00 5.245462e+00 4.537936e-03 -2.331468e-15 -2.151057e-16
4.995507e-01 5.249999999805e+00 5.245282e+00 4.717646e-03 -1.360023e-15 -2.567391e-16
4.995333e-01 5.249999999798e+00 5.245099e+00 4.900846e-03 -1.665335e-15 -1.700029e-16
4.995155e-01 5.249999999790e+00 5.244912e+00 5.087535e-03 -1.193490e-15 -5.898060e-17
4.994974e-01 5.249999999782e+00 5.244722e+00 5.277715e-03 -1.304512e-15 -1.526557e-16
4.994789e-01 5.249999999774e+00 5.244529e+00 5.471385e-03 -2.220446e-16 -9.367507e-17
4.994601e-01 5.249999999766e+00 5.244331e+00 5.668545e-03 -5.828671e-16 -2.740863e-16
4.994410e-01 5.249999999758e+00 5.244131e+00 5.869195e-03 -1.110223e-15 6.245005e-17
4.994216e-01 5.249999999750e+00 5.243927e+00 6.073335e-03 -2.442491e-15 -1.526557e-16
4.994018e-01 5.249999999741e+00 5.243719e+00 6.280966e-03 -2.636780e-15 -1.838807e-16
4.993817e-01 5.249999999733e+00 5.243508e+00 6.492087e-03 -1.360023e-15 4.510281e-17
4.993613e-01 5.249999999724e+00 5.243293e+00 6.706698e-03 -1.304512e-15 -1.561251e-16
4.993405e-01 5.249999999715e+00 5.243075e+00 6.924799e-03 -2.386980e-15 -1.873501e-16
4.993194e-01 5.249999999706e+00 5.242854e+00 7.146391e-03 -8.049117e-16 -2.775558e-17
4.992980e-01 5.249999999697e+00 5.242629e+00 7.371473e-03 -2.414735e-15 6.245005e-17
4.992762e-01 5.249999999688e+00 5.242400e+00 7.600046e-03 -2.081668e-15 1.457168e-16
4.992541e-01 5.249999999678e+00 5.242168e+00 7.832109e-03 -2.164935e-15 9.367507e-17
4.992317e-01 5.249999999669e+00 5.241932e+00 8.067663e-03 -2.109424e-15 1.179612e-16
4.992089e-01 5.249999999659e+00 5.241693e+00 8.306707e-03 -2.192690e-15 -3.469447e-17
4.991858e-01 5.249999999649e+00 5.241451e+00 8.549242e-03 -3.053113e-15 -1.804112e-16
4.991624e-01 5.249999999639e+00 5.241205e+00 8.795267e-03 -2.803313e-15 -1.491862e-16
4.991386e-01 5.249999999629e+00 5.240955e+00 9.044783e-03 -1.582068e-15 -1.006140e-16
4.991145e-01 5.249999999619e+00 5.240702e+00 9.297790e-03 -4.246603e-15 -7.285839e-17
4.990901e-01 5.249999999609e+00 5.240446e+00 9.554287e-03 -1.609823e-15 -2.289835e-16
4.990653e-01 5.249999999598e+00 5.240186e+00 9.814275e-03 -9.992007e-16 -1.526557e-16
4.990402e-01 5.249999999587e+00 5.239922e+00 1.007775e-02 -2.664535e-15 -2.567391e-16
