ecurr = -2, pn_right = 6630993.863, pn_left = -12246636.26, f = -3.361615431
ecurr = -1.99, pn_right = 6248046.751, pn_left = -11548972.08, f = -3.357341924
ecurr = -1.98, pn_right = 5886099.906, pn_left = -10889382.05, f = -3.352895452
ecurr = -1.97, pn_right = 5544064.592, pn_left = -10265881.06, f = -3.34827619
ecurr = -1.96, pn_right = 5220905.092, pn_left = -9676582.53, f = -3.343484313
ecurr = -1.95, pn_right = 4915636.301, pn_left = -9119693.812, f = -3.338520007
ecurr = -1.94, pn_right = 4627321.433, pn_left = -8593511.74, f = -3.333383461
ecurr = -1.93, pn_right = 4355069.809, pn_left = -8096418.398, f = -3.328074867
ecurr = -1.92, pn_right = 4098034.75, pn_left = -7626877.069, f = -3.322594426
ecurr = -1.91, pn_right = 3855411.549, pn_left = -7183428.374, f = -3.316942342
ecurr = -1.9, pn_right = 3626435.531, pn_left = -6764686.573, f = -3.311118826
ecurr = -1.89, pn_right = 3410380.201, pn_left = -6369336.046, f = -3.305124091
ecurr = -1.88, pn_right = 3206555.461, pn_left = -5996127.92, f = -3.298958359
ecurr = -1.87, pn_right = 3014305.912, pn_left = -5643876.861, f = -3.292621854
ecurr = -1.86, pn_right = 2833009.223, pn_left = -5311458, f = -3.286114806
ecurr = -1.85, pn_right = 2662074.573, pn_left = -4997804.007, f = -3.279437451
ecurr = -1.84, pn_right = 2500941.164, pn_left = -4701902.299, f = -3.272590028
ecurr = -1.83, pn_right = 2349076.789, pn_left = -4422792.37, f = -3.265572782
ecurr = -1.82, pn_right = 2205976.475, pn_left = -4159563.251, f = -3.258385963
ecurr = -1.81, pn_right = 2071161.177, pn_left = -3911351.08, f = -3.251029825
ecurr = -1.8, pn_right = 1944176.532, pn_left = -3677336.792, f = -3.243504628
ecurr = -1.79, pn_right = 1824591.669, pn_left = -3456743.911, f = -3.235810634
ecurr = -1.78, pn_right = 1711998.075, pn_left = -3248836.445, f = -3.227948114
ecurr = -1.77, pn_right = 1606008.502, pn_left = -3052916.884, f = -3.219917339
ecurr = -1.76, pn_right = 1506255.939, pn_left = -2868324.284, f = -3.211718588
ecurr = -1.75, pn_right = 1412392.611, pn_left = -2694432.449, f = -3.203352141
ecurr = -1.74, pn_right = 1324089.043, pn_left = -2530648.193, f = -3.194818287
ecurr = -1.73, pn_right = 1241033.152, pn_left = -2376409.689, f = -3.186117315
ecurr = -1.72, pn_right = 1162929.388, pn_left = -2231184.888, f = -3.17724952
ecurr = -1.71, pn_right = 1089497.91, pn_left = -2094470.026, f = -3.168215202
ecurr = -1.7, pn_right = 1020473.806, pn_left = -1965788.188, f = -3.159014664
ecurr = -1.69, pn_right = 955606.3443, pn_left = -1844687.951, f = -3.149648214
ecurr = -1.68, pn_right = 894658.2601, pn_left = -1730742.091, f = -3.140116164
ecurr = -1.67, pn_right = 837405.077, pn_left = -1623546.343, f = -3.130418828
ecurr = -1.66, pn_right = 783634.4599, pn_left = -1522718.233, f = -3.120556528
ecurr = -1.65, pn_right = 733145.598, pn_left = -1427895.961, f = -3.110529586
ecurr = -1.64, pn_right = 685748.6171, pn_left = -1338737.336, f = -3.10033833
ecurr = -1.63, pn_right = 641264.0203, pn_left = -1254918.766, f = -3.08998309
ecurr = -1.62, pn_right = 599522.1546, pn_left = -1176134.297, f = -3.079464202
