0.03125,-0.154702607,-0.226997913
0.0625,-0.455051158,-0.913638945
0.125,-1.21091422,-3.00250907
0.25,-2.94631121,-7.2807373
0.5,-6.68870822,-11.7852038
1,-14.4617296,-14.461685
2,-30.2842671,-15.5437635
4,-62.1750539,-15.894104
8,-126.16328,-15.9944467
16,-254.305664,-16.00602599
32,-510.7193957,-16.00602599
