ecurr = -16, pn_right = -1.564053654e+27, pn_left = 1.503420879e+27, f = 50.59103035
ecurr = -15.99, pn_right = -1.490079787e+27, pn_left = 1.430270498e+27, f = 48.82770391
ecurr = -15.98, pn_right = -1.418926514e+27, pn_left = 1.359928038e+27, f = 47.10044659
ecurr = -15.97, pn_right = -1.350497495e+27, pn_left = 1.292297356e+27, f = 45.40873764
ecurr = -15.96, pn_right = -1.284699459e+27, pn_left = 1.227285369e+27, f = 43.7520621
ecurr = -15.95, pn_right = -1.221442106e+27, pn_left = 1.164801966e+27, f = 42.12991073
ecurr = -15.94, pn_right = -1.160638019e+27, pn_left = 1.104759912e+27, f = 40.54178
ecurr = -15.93, pn_right = -1.102202576e+27, pn_left = 1.047074768e+27, f = 38.98717196
ecurr = -15.92, pn_right = -1.046053866e+27, pn_left = 9.916648008e+26, f = 37.46559429
ecurr = -15.91, pn_right = -9.921126073e+26, pn_left = 9.384509036e+26, f = 35.97656016
ecurr = -15.9, pn_right = -9.403020643e+26, pn_left = 8.873565145e+26, f = 34.51958825
ecurr = -15.89, pn_right = -8.905479741e+26, pn_left = 8.3830754e+26, f = 33.09420265
ecurr = -15.88, pn_right = -8.427784687e+26, pn_left = 7.912322791e+26, f = 31.69993283
ecurr = -15.87, pn_right = -7.969240026e+26, pn_left = 7.460613508e+26, f = 30.3363136
ecurr = -15.86, pn_right = -7.529172815e+26, pn_left = 7.027276227e+26, f = 29.00288504
ecurr = -15.85, pn_right = -7.10693194e+26, pn_left = 6.611661423e+26, f = 27.69919247
ecurr = -15.84, pn_right = -6.701887439e+26, pn_left = 6.213140702e+26, f = 26.4247864
ecurr = -15.83, pn_right = -6.313429861e+26, pn_left = 5.831106151e+26, f = 25.17922248
ecurr = -15.82, pn_right = -5.94096963e+26, pn_left = 5.46496971e+26, f = 23.96206145
ecurr = -15.81, pn_right = -5.583936435e+26, pn_left = 5.114162558e+26, f = 22.77286908
ecurr = -15.8, pn_right = -5.241778637e+26, pn_left = 4.778134523e+26, f = 21.61121615
ecurr = -15.79, pn_right = -4.913962693e+26, pn_left = 4.456353504e+26, f = 20.4766784
ecurr = -15.78, pn_right = -4.599972597e+26, pn_left = 4.148304913e+26, f = 19.36883647
ecurr = -15.77, pn_right = -4.299309336e+26, pn_left = 3.853491133e+26, f = 18.28727586
ecurr = -15.76, pn_right = -4.011490363e+26, pn_left = 3.571430988e+26, f = 17.23158688
ecurr = -15.75, pn_right = -3.736049089e+26, pn_left = 3.30165924e+26, f = 16.20136463
ecurr = -15.74, pn_right = -3.472534383e+26, pn_left = 3.043726086e+26, f = 15.19620891
ecurr = -15.73, pn_right = -3.220510096e+26, pn_left = 2.797196681e+26, f = 14.21572424
ecurr = -15.72, pn_right = -2.979554588e+26, pn_left = 2.56165067e+26, f = 13.25951974
ecurr = -15.71, pn_right = -2.74926028e+26, pn_left = 2.336681736e+26, f = 12.32720916
ecurr = -15.7, pn_right = -2.529233212e+26, pn_left = 2.12189716e+26, f = 11.41841079
ecurr = -15.69, pn_right = -2.319092617e+26, pn_left = 1.916917397e+26, f = 10.53274743
ecurr = -15.68, pn_right = -2.118470506e+26, pn_left = 1.721375658e+26, f = 9.669846344
ecurr = -15.67, pn_right = -1.92701127e+26, pn_left = 1.534917514e+26, f = 8.829339234
ecurr = -15.66, pn_right = -1.744371287e+26, pn_left = 1.357200503e+26, f = 8.01086218
ecurr = -15.65, pn_right = -1.570218547e+26, pn_left = 1.187893756e+26, f = 7.21405561
ecurr = -15.64, pn_right = -1.404232283e+26, pn_left = 1.026677627e+26, f = 6.438564251
ecurr = -15.63, pn_right = -1.246102618e+26, pn_left = 8.732433415e+25, f = 5.684037097
ecurr = -15.62, pn_right = -1.095530218e+26, pn_left = 7.272926489e+25, f = 4.950127359
ecurr = -15.61, pn_right = -9.522259612e+25, pn_left = 5.885374909e+25, f = 4.236492433
ecurr = -15.6, pn_right = -8.159106083e+25, pn_left = 4.566996759e+25, f = 3.542793856
ecurr = -15.59, pn_right = -6.863144929e+25, pn_left = 3.315105653e+25, f = 2.868697269
ecurr = -15.58, pn_right = -5.631772143e+25, pn_left = 2.127107685e+25, f = 2.213872375
ecurr = -15.57, pn_right = -4.462473416e+25, pn_left = 1.000498473e+25, f = 1.577992903
ecurr = -15.56, pn_right = -3.352821275e+25, pn_left = -6.713970383e+23, f = 0.9607365673
ecurr = -15.55, pn_right = -2.300472298e+25, pn_left = -1.07814069e+25, f = 0.3617850321
ecurr = -15.54, pn_right = -1.303164417e+25, pn_left = -2.034757145e+25, f = -0.2191761295
ecurr = -15.53, pn_right = -3.587143013e+24, pn_left = -2.939163158e+25, f = -0.782457471
ecurr = -15.535, pn_right = -8.244655903e+24, pn_left = -2.493353575e+25, f = -0.5030075184
ecurr = -15.54, pn_right = -1.303164417e+25, pn_left = -2.034757145e+25, f = -0.2191761295
ecurr = -15.545, pn_right = -1.795076494e+25, pn_left = -1.563109292e+25, f = 0.06907515455
ecurr = -15.55, pn_right = -2.300472298e+25, pn_left = -1.07814069e+25, f = 0.3617850321
ecurr = -15.5475, pn_right = -2.046071837e+25, pn_left = -1.322307105e+25, f = 0.2148703411
ecurr = -15.545, pn_right = -1.795076494e+25, pn_left = -1.563109292e+25, f = 0.06907515455
ecurr = -15.5425, pn_right = -1.547452007e+25, pn_left = -1.800581367e+25, f = -0.07560538736
ecurr = -15.54375, pn_right = -1.670845023e+25, pn_left = -1.682259473e+25, f = -0.003404143831
ecurr = -15.545, pn_right = -1.795076494e+25, pn_left = -1.563109292e+25, f = 0.06907515455
ecurr = -15.544375, pn_right = -1.732855686e+25, pn_left = -1.622788182e+25, f = 0.03280071064
